-249.693967306518,93
-399.42023175090117,82
-14.33683054321149,73
-223.05418833406083,94
-331.13118097534004,83
-51.96129015505687,124
-254.18606759499482,82
-309.436296604537,65
-388.38683547567825,71
-200.82182012150267,109
-344.03127038807935,93
48.163028173153265,149
-131.7822918594958,87
-391.0008001100568,106
-208.55294902591928,113
-468.6620965656773,126
-89.62029689293523,192
-399.65395742339797,91
-137.7907606508476,112
-223.88647171370337,140
-64.99886519070121,101
-168.01859660110472,109
-11.842574928842254,163
-398.7385305733366,112
242.83441181762927,192
-28.849109279610673,100
-123.8390947581289,116
-217.83199434281948,104
-175.59790750349438,108
-301.54571154320286,102
-325.1252203961195,108
-213.17970318394504,132
-97.53506029613511,149
-243.27569686621882,131
-33.82780656644887,103
-190.55045635241174,74
-242.37274076223446,120
-301.64743277643225,122
-175.29382008964149,130
-10.794425287324131,149
-84.7618297214122,80
-172.8287290804192,110
-232.17107127674416,239
-69.20128582688832,66
-168.32108865873766,149
-185.95053980442225,110
-327.2401870911499,120
-266.1271543387078,139
-585.2245954335478,68
-91.0661446756681,119
-117.2051290984224,69
-429.7745803596293,91
-121.86886931610037,101
-173.91874553044562,142
-314.15274484154145,124
-74.13227033239987,81
-120.62591468045912,123
-372.96116459332353,123
-32.449444878775864,151
-134.83784542829812,106
-236.9100936704732,115
-379.1985188280262,125
-285.7481816395972,156
190.49037040033593,374
-257.23213162221816,92
-62.985060234574426,120
-112.71942544655055,98
-692.9819358194281,70
-197.12017698029297,103
-8.653367753232601,236
267.6125208686889,233
-10.75639426648354,191
-150.61439945100665,66
-241.4978487391337,76
-510.71683968881206,92
-87.48721960383813,100
-417.5271398089904,99
-645.8468055945795,172
-165.84455503367099,107
-70.28539561691649,105
-295.8642206940276,177
-168.67759510134454,113
36.4849272625018,94
-204.07284754460505,163
-236.93332468586863,126
-146.78107520271817,106
8.708262849919379,145
-76.63481598887971,130
-183.7139632626544,146
-117.80443666387126,83
-284.14981363741845,122
-87.02911794691259,100
-182.06881195401195,298
-150.66336054402825,162
-162.93949208215048,97
-168.44145530317698,98
-73.37878874505752,211
-137.51307422798408,60
-164.60503162865731,121
-42.80629545584947,122
-20.082149273224744,183
-86.0381559106448,67
5.130747826532769,115
-22.215676914945092,177
11.351026282011702,208
-153.81479904849414,100
-161.9707056033341,146
-8.053730896865702,195
-261.7314683292343,115
-6.020497658980673,147
-20.204552477714984,131
23.10762930321677,192
-223.56869740110938,224
-109.49074672837222,69
-73.66679844703438,177
-159.79867468439042,90
-344.1297625694314,122
-30.010294333058425,167
-524.0173266402716,89
-652.2010079461514,97
2.1665593968159698,188
-16.02710837534312,99
-27.209439491574372,70
-348.40083735840534,104
-99.13198512898089,97
-114.94224678791484,108
-225.21800470017425,120
-576.9739366589572,95
-62.9403985202068,123
-87.25808051385697,166
-74.49219006501798,58
-243.95256876718565,126
-78.6708241614917,163
-120.31135633042254,115
-56.962868156537716,108
-133.79559779472842,79
-209.88893091487813,115
-438.04145878939454,75
-321.16349837540605,86
-316.14296641228816,97
-65.7709894599576,96
-293.6867269474627,116
-226.24379261196896,114
-118.75581696859408,109
-76.20982787937716,113
-182.81159315875004,132
-111.55126383620171,57
-199.9834499602751,85
-100.18938299074571,78
-27.37975583645951,104
-138.15962171803673,66
-160.37091398225408,99
-114.85457779186514,157
-282.3926072201091,109
-202.56840255467569,51
-177.3447978842251,54
-216.1973378958774,92
-159.4113624807773,101
-47.502767897369395,77
-49.717901531225486,136
25.397622260108307,141
-19.1349505495012,170
-279.60681135919106,78
-12.989239913478357,167
-261.25547387373285,177
-444.1562254003179,69
-346.3358511001613,77
-39.89929482327861,107
-91.16106409686,69
-2.7739539802579287,153
-33.252045186012964,150
-53.86699536583026,147
-183.7878718366133,117
-103.17256500390116,116
-97.22548329504387,105
-306.10771364131733,97
-272.5632622568964,193
-97.23989718761177,193
14.676439986263148,251
-191.17236575626424,105
-220.98522121976862,78
-385.00766988418945,89
-380.7964991348492,81
-225.2607353270718,58
-197.78556372890853,65
-121.94578664576886,61
-124.86490732206286,106
-55.79599856785853,90
-201.62983205981055,122
-409.4635105725526,80
-103.22092532489424,118
-169.1661161750725,93
-113.498703578754,139
-291.3777839157842,96
-116.67561053094107,77
-303.03995554140033,109
-8.631719921632879,75
-46.94366863842784,72
-341.2436051869176,104
-253.6674594172274,86
-349.5021253332733,55
-326.507249662444,119
-182.59684870334456,146
-3.4969950025878376,122
-69.13542575386452,68
257.4507018484087,195
-85.55393252393608,101
-44.583690248899714,219
-15.828444635976666,80
-468.14294797875687,120
-154.92155414345956,106
-130.8217994491996,83
1.5337089781308322,134
-239.97778186106174,145
-268.2041559380091,80
-9.522401372135306,154
-416.8412447201856,90
40.95338771810333,127
-7.396453992450148,101
-79.21175054411862,398
51.967971203394654,146
271.2163290821735,216
-10.28334652602031,209
-94.70056663053515,97
31.930626742737132,276
-426.80298785774437,79
-311.6570185472605,84
41.29053710508498,116
-156.00076374888314,96
34.809650314818384,190
-317.58887512271593,124
-230.65433178565732,180
-267.6853567527755,146
-177.8545876450993,212
37.00931628039234,130
-14.037902010274024,142
-125.61704554737535,76
-84.74931322011042,99
-27.77774802544897,179
